Date,Id,dep
2016,320,71
2017,320,156
2018,320,417
2019,320,606
2020,320,622
2008,321,
2009,321,
2010,321,
2011,321,
2012,321,
2013,321,
2014,321,
2015,321,
2016,321,
2017,321,
2018,321,
2019,321,
2020,321,
2008,322,
2009,322,
2010,322,
2011,322,
2012,322,
2013,322,
2014,322,
2015,322,
2016,322,
2017,322,
2018,322,
2019,322,
2020,322,
2008,323,
2009,323,
2010,323,
2011,323,
2012,323,
2013,323,
2014,323,
2015,323,
2016,323,
2017,323,
2018,323,
2019,323,
2020,323,
2008,324,
2009,324,
2010,324,
2011,324,
2012,324,
2013,324,
2014,324,
2015,324,
2016,324,
2017,324,
2018,324,
2019,324,
2020,324,
2008,325,
2009,325,
2010,325,
2011,325,
2012,325,
2013,325,
2014,325,
2015,325,
2016,325,
2017,325,
2018,325,
2019,325,
2020,325,
